,student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
10260,2407,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,20,False
10266,26316,city_21,0.624,Male,True,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,1,87,False
10268,8704,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,54,False
10271,3724,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,70,False
10277,19506,city_114,0.926,Male,True,Full time course,Masters,STEM,11,5000-9999,Public Sector,1,22,False
10278,1766,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,294,False
10287,18624,city_21,0.624,Male,True,Full time course,Graduate,STEM,10,5000-9999,Pvt Ltd,1,286,False
10315,11074,city_103,0.92,,True,no_enrollment,Phd,STEM,>20,10000+,Public Sector,3,36,False
10323,11989,city_136,0.897,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,43,False
10327,31350,city_16,0.91,Male,True,no_enrollment,Graduate,No Major,>20,10000+,Pvt Ltd,1,77,False
10348,10972,city_103,0.92,Male,True,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,3,57,False
10353,17473,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,96,False
10358,9452,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,2,28,False
10359,8227,city_103,0.92,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,57,False
10361,27954,city_16,0.91,Male,True,Full time course,Graduate,STEM,13,1000-4999,Pvt Ltd,1,178,False
10364,29286,city_97,0.925,,True,no_enrollment,Masters,STEM,13,1000-4999,,1,39,False
10366,5385,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,10,False
10368,31120,city_21,0.624,Male,True,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,4,False
10376,3946,city_103,0.92,,True,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,1,2,False
10378,7586,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,4,150,False
10399,18380,city_21,0.624,,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,28,False
10407,33220,city_73,0.754,Male,True,Part time course,Masters,STEM,14,10000+,Public Sector,2,288,False
10413,21521,city_114,0.926,Male,True,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,never,59,False
10424,9779,city_50,0.896,Male,True,no_enrollment,Masters,Humanities,>20,5000-9999,NGO,>4,18,False
10425,5657,city_13,0.827,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,16,False
10426,29407,city_65,0.802,Male,True,,,,>20,1000-4999,Pvt Ltd,,6,False
10435,23975,city_75,0.939,Male,True,no_enrollment,Masters,STEM,13,5000-9999,Public Sector,1,161,False
10436,28402,city_16,0.91,Other,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,53,False
10438,19254,city_103,0.92,Male,True,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,22,False
10451,20937,city_104,0.924,Male,False,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,53,False
10487,5776,city_28,0.939,,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,2,12,False
10512,30172,city_28,0.939,Male,True,Full time course,Graduate,STEM,10,5000-9999,Public Sector,2,11,False
10527,12964,city_21,0.624,,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,3,134,False
10529,5360,city_114,0.926,Male,True,no_enrollment,Masters,STEM,12,5000-9999,Pvt Ltd,2,13,False
10540,33079,city_83,0.923,Male,True,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,44,False
10546,27907,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,20,False
10552,19675,city_21,0.624,,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,17,False
10561,20655,city_21,0.624,,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,never,51,False
10564,22252,city_104,0.924,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,never,74,False
10577,29380,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,3,7,False
10582,9432,city_98,0.949,Male,False,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,>4,165,False
10599,15643,city_16,0.91,Male,True,Full time course,Graduate,STEM,17,10000+,Pvt Ltd,4,61,False
10604,24877,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,53,False
10606,10545,city_28,0.939,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,112,False
10613,12984,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,154,False
10621,17014,city_67,0.855,Male,True,Full time course,Masters,STEM,10,10000+,Pvt Ltd,3,14,False
10628,2265,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,5,False
10631,8490,city_41,0.827,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,70,False
10638,16693,city_103,0.92,,False,no_enrollment,Graduate,Arts,15,10000+,Pvt Ltd,>4,33,False
10649,2710,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,12,False
10667,20293,city_16,0.91,,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,35,False
10685,22309,city_103,0.92,Male,True,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,40,False
10694,9100,city_61,0.913,,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,108,False
10729,19852,city_104,0.924,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,63,False
10737,317,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,105,False
10741,23622,city_114,0.926,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,25,False
10779,6396,city_103,0.92,,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,51,False
10787,10534,city_67,0.855,Male,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,1,316,False
10792,7397,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,101,False
10796,1122,city_46,0.762,Male,True,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,2,27,False
10806,12390,city_21,0.624,,True,no_enrollment,Graduate,No Major,10,10000+,Pvt Ltd,2,4,False
10813,20733,city_16,0.91,Male,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,47,False
10822,31997,city_102,0.804,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,41,False
10835,6781,city_150,0.698,,True,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,>4,10,False
10851,27519,city_53,0.74,Female,True,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,4,126,False
10852,2563,city_162,0.767,Male,True,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,1,48,False
10856,6015,city_103,0.92,Female,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,54,False
10881,2544,city_67,0.855,Other,False,no_enrollment,Graduate,Business Degree,18,1000-4999,Pvt Ltd,>4,48,False
10883,22067,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,107,False
10884,23206,city_103,0.92,Male,True,no_enrollment,Masters,STEM,20,5000-9999,Pvt Ltd,>4,11,False
10889,29157,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,102,False
10902,20292,city_103,0.92,,False,no_enrollment,Masters,Arts,15,10000+,Pvt Ltd,2,64,False
10909,26041,city_103,0.92,,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,28,False
10933,5164,city_114,0.926,Male,True,Full time course,Graduate,STEM,>20,1000-4999,NGO,>4,28,False
10934,11969,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,40,False
10935,2590,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,75,False
10939,26072,city_114,0.926,Male,True,no_enrollment,High School,,11,1000-4999,Pvt Ltd,1,14,False
10981,19738,city_61,0.913,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,64,False
10985,418,city_173,0.878,,True,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,2,35,False
10995,26672,city_103,0.92,,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,3,17,False
11000,18927,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,47,False
11004,13404,city_104,0.924,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,242,False
11009,29677,city_75,0.939,Male,True,no_enrollment,High School,,18,1000-4999,Pvt Ltd,1,196,False
11030,22823,city_71,0.884,,False,no_enrollment,Phd,STEM,11,5000-9999,Pvt Ltd,1,23,False
11039,14517,city_104,0.924,Male,True,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,74,False
11046,17159,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,11,False
11055,31941,city_16,0.91,Male,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,18,False
11062,29373,city_103,0.92,Male,False,Part time course,Graduate,STEM,14,10000+,NGO,>4,65,False
11063,20273,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,22,False
11071,10521,city_97,0.925,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,31,False
11080,19919,city_103,0.92,Male,True,no_enrollment,Graduate,Business Degree,>20,5000-9999,Pvt Ltd,3,42,False
11085,33276,city_103,0.92,Female,True,no_enrollment,Masters,Humanities,>20,1000-4999,NGO,4,15,False
11086,17182,city_103,0.92,,True,no_enrollment,Graduate,No Major,>20,1000-4999,Pvt Ltd,>4,44,False
11088,3566,city_23,0.899,Male,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,27,False
11095,12648,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,19,10000+,Public Sector,1,18,False
11099,14827,city_16,0.91,Male,True,no_enrollment,Phd,STEM,12,1000-4999,Pvt Ltd,1,21,False
11109,20582,city_136,0.897,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,26,False
11127,2100,city_114,0.926,Male,True,Full time course,Masters,STEM,14,1000-4999,Pvt Ltd,1,12,False
11134,12749,city_114,0.926,Male,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,98,False
11139,896,city_114,0.926,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,96,False
11155,25261,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,4,112,False
11160,19958,city_114,0.926,Male,False,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,45,False
11161,28039,city_94,0.698,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,81,False
11168,13515,city_76,0.698,Male,True,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,6,False
11178,12513,city_114,0.926,Female,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,37,False
11188,3456,city_21,0.624,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,2,21,False
11204,13758,city_173,0.878,Male,False,no_enrollment,Masters,Humanities,>20,1000-4999,Public Sector,3,51,False
11207,15656,city_64,0.666,,True,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,8,False
11222,3099,city_23,0.899,Male,True,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,>4,14,False
11226,14973,city_83,0.923,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,35,False
11243,24962,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,128,False
11246,2241,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,never,56,False
11257,5582,city_102,0.804,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,100,False
11262,33077,city_102,0.804,Female,True,Full time course,Masters,STEM,10,1000-4999,Pvt Ltd,>4,62,False
11265,21269,city_75,0.939,Female,True,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,>4,250,False
11272,10006,city_103,0.92,Male,False,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,97,False
11274,22290,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,6,False
11283,30252,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,,2,60,False
11285,32244,city_61,0.913,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,9,False
11291,17322,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,4,176,False
11310,653,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,157,False
11321,15735,city_103,0.92,Female,False,no_enrollment,Masters,STEM,11,1000-4999,Public Sector,>4,50,False
11329,19869,city_67,0.855,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,4,63,False
11332,19476,city_97,0.925,Male,True,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,1,40,False
11334,19693,city_67,0.855,,True,Full time course,Phd,STEM,10,1000-4999,Public Sector,3,141,False
11335,19411,city_162,0.767,,True,Part time course,Masters,Humanities,15,1000-4999,Pvt Ltd,1,124,False
11340,20018,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,24,False
11343,23074,city_103,0.92,Female,True,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,4,256,False
11358,28800,city_150,0.698,,False,no_enrollment,Graduate,STEM,14,1000-4999,Public Sector,1,80,False
11359,3426,city_136,0.897,Male,True,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,>4,12,False
11363,981,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,2,54,False
11371,1030,city_28,0.939,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,164,False
11380,11256,city_175,0.776,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,81,False
11392,17038,city_160,0.92,Female,True,no_enrollment,Masters,STEM,20,5000-9999,Pvt Ltd,1,25,False
11397,26959,city_67,0.855,Male,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,2,266,False
11411,7441,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,4,51,False
11415,29138,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,48,False
11430,23932,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,2,100,False
11432,18122,city_28,0.939,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,9,False
11447,15694,city_114,0.926,,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,16,False
11457,14597,city_102,0.804,,True,Full time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,68,False
11458,2499,city_57,0.866,Male,True,Part time course,Masters,STEM,11,1000-4999,Pvt Ltd,1,214,False
11465,5651,city_104,0.924,Male,True,no_enrollment,Graduate,Business Degree,17,5000-9999,Pvt Ltd,>4,41,False
11469,26228,city_107,0.518,,False,Full time course,Phd,Other,>20,10000+,Pvt Ltd,>4,56,False
11472,3612,city_104,0.924,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,11,False
11479,22828,city_136,0.897,,True,no_enrollment,Masters,STEM,10,10000+,,2,17,False
11484,4183,city_103,0.92,Male,False,no_enrollment,Phd,STEM,10,10000+,Pvt Ltd,1,55,False
11492,4085,city_41,0.827,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,9,False
11505,23180,city_103,0.92,,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,3,224,False
11514,20470,city_114,0.926,,False,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,18,False
11529,3978,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,110,False
11531,11429,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,29,False
11552,4155,city_105,0.794,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,72,False
11561,1241,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,78,False
11571,23914,city_173,0.878,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,>4,25,False
11576,4940,city_67,0.855,Female,True,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,1,218,False
11577,21778,city_103,0.92,Other,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,15,False
11579,20033,city_103,0.92,Other,True,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,1,25,False
11586,32544,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,96,False
11597,15999,city_103,0.92,,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,4,50,False
11621,11216,city_103,0.92,Male,True,Full time course,Phd,Other,13,5000-9999,Pvt Ltd,>4,28,False
11627,4139,city_83,0.923,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,4,11,False
11630,22878,city_160,0.92,Female,True,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,29,False
11641,8510,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Public Sector,never,50,False
11645,7273,city_118,0.722,,True,Part time course,Masters,STEM,10,1000-4999,Pvt Ltd,3,19,False
11654,10441,city_99,0.915,Female,True,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,never,110,False
11661,22137,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,10,10000+,NGO,3,84,False
11663,2217,city_28,0.939,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,6,False
11670,30338,city_114,0.926,,True,,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,12,False
11674,5332,city_83,0.923,Male,True,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,2,18,False
11675,7668,city_10,0.895,Male,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,2,136,False
11678,5103,city_136,0.897,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,1,108,False
11681,17926,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,168,False
11683,24696,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,228,False
11714,19905,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,62,False
11717,15220,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,92,False
11722,4168,city_16,0.91,,True,no_enrollment,Masters,Business Degree,15,1000-4999,Pvt Ltd,2,1,False
11724,33164,city_71,0.884,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,80,False
11734,1845,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,21,False
11737,6679,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,35,False
11748,33214,city_103,0.92,,True,no_enrollment,Graduate,Other,13,10000+,Pvt Ltd,1,34,False
11756,24798,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,23,False
11758,29535,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,2,36,False
11787,16269,city_103,0.92,Male,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,15,False
11815,11573,city_67,0.855,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,153,False
11817,5701,city_23,0.899,Female,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,never,12,False
11820,1455,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,5,False
11823,10886,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,4,54,False
11825,14910,city_114,0.926,Male,True,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,>4,98,False
11839,5982,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,98,False
11841,1512,city_103,0.92,,False,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,2,156,False
11856,18337,city_75,0.939,Female,True,no_enrollment,Masters,Other,10,1000-4999,Pvt Ltd,1,40,False
11866,27899,city_16,0.91,Male,False,no_enrollment,Masters,Humanities,16,10000+,Pvt Ltd,4,18,False
11871,17009,city_103,0.92,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,43,False
11874,2382,city_77,0.83,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,48,False
11914,3633,city_103,0.92,Male,True,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,2,174,False
11923,12254,city_75,0.939,,True,no_enrollment,High School,,10,10000+,Pvt Ltd,2,33,False
11925,3623,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,56,False
11948,33299,city_104,0.924,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,149,False
11956,22884,city_61,0.913,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,64,False
11961,26244,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,49,False
11982,30125,city_114,0.926,Male,False,Part time course,Masters,STEM,>20,1000-4999,NGO,1,20,False
11985,9877,city_103,0.92,Male,True,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,>4,51,False
11997,29403,city_16,0.91,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,NGO,>4,73,False
11998,28538,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,51,False
11999,21200,city_103,0.92,,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,8,False
12001,10134,city_103,0.92,Male,False,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,16,False
12006,18947,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,1,8,False
12010,26101,city_103,0.92,Male,True,no_enrollment,High School,,18,10000+,Pvt Ltd,2,25,False
12033,31789,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,>4,11,False
12044,26923,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,51,False
12046,12920,city_103,0.92,Male,True,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,>4,70,False
12051,29896,city_103,0.92,Female,False,no_enrollment,Phd,STEM,14,1000-4999,NGO,1,55,False
12077,18510,city_21,0.624,,True,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,135,False
12088,11868,city_173,0.878,Male,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,3,12,False
12089,16131,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,90,False
12092,30997,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,11,5000-9999,,>4,80,False
12096,9729,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,18,False
12102,388,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,101,False
12117,27406,city_103,0.92,Female,False,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,50,False
12129,33099,city_36,0.893,Other,True,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,4,11,False
12132,15188,city_103,0.92,Male,True,Part time course,Masters,Humanities,12,5000-9999,NGO,1,30,False
12133,26752,city_103,0.92,Male,True,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,4,17,False
12147,1890,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,33,False
12160,23086,city_160,0.92,Male,False,no_enrollment,Phd,STEM,19,5000-9999,Public Sector,3,250,False
12175,3294,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,109,False
12177,7983,city_45,0.89,Male,True,Part time course,High School,,15,1000-4999,Pvt Ltd,>4,15,False
12187,10734,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,>4,22,False
12198,19432,city_21,0.624,,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,21,False
12202,6290,city_73,0.754,,True,Part time course,Graduate,STEM,14,10000+,Pvt Ltd,>4,23,False
12205,33055,city_165,0.903,Male,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,3,40,False
12207,15741,city_69,0.856,,True,no_enrollment,Graduate,No Major,12,1000-4999,Pvt Ltd,2,314,False
12208,29064,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,14,False
12216,31900,city_103,0.92,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,13,False
12246,4877,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,10,False
12260,15903,city_103,0.92,Female,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,61,False
12266,31294,city_103,0.92,Male,True,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,9,False
12271,4845,city_21,0.624,,True,no_enrollment,Masters,STEM,19,10000+,Public Sector,1,124,False
12275,4852,city_21,0.624,,True,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,>4,2,False
12279,410,city_114,0.926,Male,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,2,80,False
12288,9216,city_138,0.836,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,114,False
12289,4970,city_67,0.855,Male,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,21,False
12294,19205,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,1,6,False
12300,29004,city_61,0.913,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,90,False
12302,17010,city_103,0.92,Female,True,Part time course,Graduate,STEM,10,1000-4999,,2,37,False
12313,26758,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,21,False
12320,8568,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,26,False
12343,31990,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,20,1000-4999,Public Sector,>4,50,False
